timestamp,coordinates,altitude,data_type,speed,motion,battery_level,battery_state,accuracy,wifi,timezone
1563923744.0,"4.361618030820378,52.00830734805391",-3,Point,0,None,0.3,unplugged,"10,4",,Z
1563924883.0,"4.361839145426044,52.008367823485294",0,Point,0,walking,0.3,unplugged,"10,4",,Z
1563924930.0,"4.361628927294501,52.00835696892069",3,Point,1,walking,0.3,unplugged,"10,4",,Z
1563924997.0,"4.361413763840088,52.008212213452914",0,Point,2,walking,0.3,unplugged,"10,4",,Z
1563925205.0,"4.3612177111249055,52.00819058814273",-1,Point,1,walking,0.3,unplugged,"10,4",,Z
1563925742.0,"4.361566398296842,52.00847087898479",0,Point,1,walking,0.23,unplugged,"10,3",,Z
1563925765.0,"4.361358275641092,52.00879643210397",1,Point,2,walking,0.23,unplugged,"10,3",,Z
1563925790.0,"4.361258698631414,52.00913870711998",0,Point,2,walking,0.23,unplugged,"10,3",,Z
1563925814.0,"4.36097849160839,52.009443305481234",1,Point,2,walking,0.23,unplugged,"10,3",,Z
1563925841.0,"4.36078260653127,52.00977468402312",0,Point,2,walking,0.23,unplugged,"10,3",,Z
1563925868.0,"4.360964661468157,52.010107697036126",1,Point,2,walking,0.23,unplugged,"10,3",,Z
1563925893.0,"4.361424325038084,52.0103206392862",1,Point,1,walking,0.23,unplugged,"10,3",VlinderGR,Z
1563926053.0,"4.36167578213323,52.010292643729606",4,Point,1,walking,0.19,charging,"10,3",VlinderGR,Z
1563926807.0,"4.3615508079569425,52.01031690933929",1,Point,0,None,0.33,unplugged,"10,4",VlinderGR,Z
1563926813.0,"4.361486099664458,52.01039398093895",1,Point,1,None,0.33,unplugged,"10,4",VlinderGR,Z
1563926824.0,"4.361516861249098,52.010310958188036",2,Point,0,None,0.31,unplugged,"10,4",VlinderGR,Z
1563926828.0,"4.3616023566614475,52.01026049913094",1,Point,1,None,0.31,unplugged,"10,4",VlinderGR,Z
1563926833.0,"4.361678129066118,52.0102133509256",1,Point,1,None,0.31,unplugged,"10,4",VlinderGR,Z
